image_path,label,split
data/dataset/spectrograms/train/Slavic_dataset___augmented_2_common_voice_en_40114352_noise_pitch.png,slavic,train
data/dataset/spectrograms/train/Scottish_dataset___augmented_1_common_voice_en_577397_speed.png,scottish,train
data/dataset/spectrograms/train/Slavic_dataset___augmented_1_common_voice_en_37793837_noise.png,slavic,train
data/dataset/spectrograms/train/Australian_dataset_common_voice_en_33839809.png,australian,train
data/dataset/spectrograms/train/India_dataset___augmented_2_common_voice_en_11800_pitch_speed.png,india,train
data/dataset/spectrograms/train/Slavic_dataset___augmented_3_common_voice_en_35130683_speed_pitch_noise.png,slavic,train
data/dataset/spectrograms/test/Canadian_dataset___augmented_1_common_voice_en_539271_speed.png,canadian,test
data/dataset/spectrograms/train/Scottish_dataset___augmented_2_common_voice_en_543371_pitch_noise.png,scottish,train
data/dataset/spectrograms/test/Irish_dataset_common_voice_en_26975871.png,irish,test
data/dataset/spectrograms/test/England_dataset___augmented_1_common_voice_en_32969_speed.png,england,test
data/dataset/spectrograms/test/Irish_dataset___augmented_2_common_voice_en_18974248_noise_speed.png,irish,test
data/dataset/spectrograms/test/England_dataset___augmented_1_common_voice_en_570960_speed.png,england,test
data/dataset/spectrograms/train/England_dataset___augmented_2_common_voice_en_39605004_noise_pitch.png,england,train
data/dataset/spectrograms/train/Filipino_dataset___augmented_1_common_voice_en_19727633_pitch.png,filipino,train
data/dataset/spectrograms/train/Australian_dataset___augmented_2_common_voice_en_643445_speed_speed.png,australian,train
data/dataset/spectrograms/train/Scottish_dataset___augmented_2_common_voice_en_19633671_noise_noise.png,scottish,train
data/dataset/spectrograms/train/India_dataset___augmented_1_common_voice_en_34389746_noise.png,india,train
data/dataset/spectrograms/test/Slavic_dataset___augmented_2_common_voice_en_37301173_noise_pitch.png,slavic,test
data/dataset/spectrograms/train/England_dataset_common_voice_en_33314081.png,england,train
data/dataset/spectrograms/train/Australian_dataset___augmented_1_common_voice_en_20009601_noise.png,australian,train
data/dataset/spectrograms/train/Australian_dataset_common_voice_en_37109693.png,australian,train
data/dataset/spectrograms/train/Canadian_dataset___augmented_1_common_voice_en_37058124_pitch.png,canadian,train
data/dataset/spectrograms/train/England_dataset_common_voice_en_32679989.png,england,train
data/dataset/spectrograms/train/India_dataset___augmented_1_common_voice_en_684092_pitch.png,india,train
data/dataset/spectrograms/test/Irish_dataset___augmented_2_common_voice_en_17782044_speed_noise.png,irish,test
data/dataset/spectrograms/test/Filipino_dataset___augmented_2_common_voice_en_19260940_noise_speed.png,filipino,test
data/dataset/spectrograms/train/India_dataset___augmented_1_common_voice_en_35441325_pitch.png,india,train
data/dataset/spectrograms/train/American_dataset___augmented_1_common_voice_en_40257271_noise.png,american,train
data/dataset/spectrograms/train/Australian_dataset___augmented_2_common_voice_en_33001317_speed_speed.png,australian,train
data/dataset/spectrograms/test/American_dataset___augmented_2_common_voice_en_29333177_noise_noise.png,american,test
data/dataset/spectrograms/test/Canadian_dataset___augmented_2_common_voice_en_492298_noise_pitch.png,canadian,test
data/dataset/spectrograms/train/India_dataset___augmented_2_common_voice_en_31692279_noise_pitch.png,india,train
data/dataset/spectrograms/train/American_dataset___augmented_2_common_voice_en_40257271_speed_pitch.png,american,train
data/dataset/spectrograms/train/England_dataset___augmented_2_common_voice_en_31507990_noise_noise.png,england,train
data/dataset/spectrograms/train/Slavic_dataset___augmented_3_common_voice_en_17780869_pitch_speed_pitch.png,slavic,train
data/dataset/spectrograms/test/Canadian_dataset___augmented_1_common_voice_en_186207_speed.png,canadian,test
data/dataset/spectrograms/train/American_dataset___augmented_1_common_voice_en_32153352_pitch.png,american,train
data/dataset/spectrograms/train/Canadian_dataset___augmented_2_common_voice_en_35193131_noise_noise.png,canadian,train
data/dataset/spectrograms/test/Canadian_dataset_common_voice_en_623134.png,canadian,test
data/dataset/spectrograms/train/Slavic_dataset___augmented_2_common_voice_en_39585233_speed_pitch.png,slavic,train
data/dataset/spectrograms/train/Scottish_dataset_common_voice_en_22109505.png,scottish,train
data/dataset/spectrograms/train/England_dataset___augmented_2_common_voice_en_36982316_noise_noise.png,england,train
data/dataset/spectrograms/train/Filipino_dataset___augmented_1_common_voice_en_17927449_noise.png,filipino,train
data/dataset/spectrograms/train/Irish_dataset___augmented_1_common_voice_en_210777_speed.png,irish,train
data/dataset/spectrograms/train/Australian_dataset___augmented_1_common_voice_en_674405_noise.png,australian,train
data/dataset/spectrograms/test/Slavic_dataset___augmented_2_common_voice_en_39750682_speed_speed.png,slavic,test
data/dataset/spectrograms/train/Irish_dataset___augmented_1_common_voice_en_438702_pitch.png,irish,train
data/dataset/spectrograms/train/Slavic_dataset___augmented_2_common_voice_en_38594611_speed_pitch.png,slavic,train
data/dataset/spectrograms/test/England_dataset___augmented_1_common_voice_en_21938_noise.png,england,test
data/dataset/spectrograms/train/Filipino_dataset___augmented_3_common_voice_en_19739321_speed_noise_speed.png,filipino,train
data/dataset/spectrograms/train/Australian_dataset___augmented_2_common_voice_en_32643496_pitch_pitch.png,australian,train
data/dataset/spectrograms/train/American_dataset___augmented_2_common_voice_en_32644080_pitch_pitch.png,american,train
data/dataset/spectrograms/train/Filipino_dataset___augmented_2_common_voice_en_37654585_noise_noise.png,filipino,train
data/dataset/spectrograms/train/American_dataset___augmented_2_common_voice_en_220403_pitch_speed.png,american,train
data/dataset/spectrograms/train/Canadian_dataset___augmented_2_common_voice_en_26952_noise_speed.png,canadian,train
data/dataset/spectrograms/train/Irish_dataset___augmented_2_common_voice_en_18167735_pitch_pitch.png,irish,train
data/dataset/spectrograms/train/Australian_dataset___augmented_2_common_voice_en_33001317_speed_pitch.png,australian,train
data/dataset/spectrograms/train/Australian_dataset___augmented_1_common_voice_en_39759410_pitch.png,australian,train
data/dataset/spectrograms/train/Slavic_dataset___augmented_3_common_voice_en_38400251_pitch_noise_pitch.png,slavic,train
data/dataset/spectrograms/train/Irish_dataset___augmented_2_common_voice_en_158885_speed_noise.png,irish,train
data/dataset/spectrograms/train/Australian_dataset___augmented_2_common_voice_en_18385361_speed_speed.png,australian,train
data/dataset/spectrograms/test/Canadian_dataset___augmented_1_common_voice_en_39376510_speed.png,canadian,test
data/dataset/spectrograms/train/Slavic_dataset___augmented_1_common_voice_en_32246773_speed.png,slavic,train
data/dataset/spectrograms/train/Irish_dataset___augmented_1_common_voice_en_32695458_pitch.png,irish,train
data/dataset/spectrograms/train/England_dataset___augmented_2_common_voice_en_19733720_speed_pitch.png,england,train
data/dataset/spectrograms/train/American_dataset___augmented_2_common_voice_en_38600291_noise_speed.png,american,train
data/dataset/spectrograms/train/Slavic_dataset___augmented_1_common_voice_en_32799354_pitch.png,slavic,train
data/dataset/spectrograms/train/Australian_dataset___augmented_2_common_voice_en_21099981_noise_pitch.png,australian,train
data/dataset/spectrograms/test/Irish_dataset___augmented_2_common_voice_en_26975871_noise_pitch.png,irish,test
data/dataset/spectrograms/train/Canadian_dataset___augmented_1_common_voice_en_514043_pitch.png,canadian,train
data/dataset/spectrograms/train/Australian_dataset___augmented_2_common_voice_en_39585985_pitch_speed.png,australian,train
data/dataset/spectrograms/train/American_dataset___augmented_2_common_voice_en_32542435_pitch_pitch.png,american,train
data/dataset/spectrograms/train/India_dataset___augmented_2_common_voice_en_684092_noise_speed.png,india,train
data/dataset/spectrograms/train/Irish_dataset___augmented_1_common_voice_en_610337_noise.png,irish,train
data/dataset/spectrograms/train/Australian_dataset_common_voice_en_32649408.png,australian,train
data/dataset/spectrograms/train/Irish_dataset___augmented_2_common_voice_en_26971771_noise_noise.png,irish,train
data/dataset/spectrograms/train/Filipino_dataset___augmented_1_common_voice_en_37556148_speed.png,filipino,train
data/dataset/spectrograms/train/Filipino_dataset___augmented_2_common_voice_en_37654585_pitch_speed.png,filipino,train
data/dataset/spectrograms/test/Slavic_dataset___augmented_2_common_voice_en_39998998_pitch_noise.png,slavic,test
data/dataset/spectrograms/train/Slavic_dataset___augmented_2_common_voice_en_38820849_noise_pitch.png,slavic,train
data/dataset/spectrograms/train/England_dataset___augmented_2_common_voice_en_3596_noise_speed.png,england,train
data/dataset/spectrograms/train/Australian_dataset___augmented_1_common_voice_en_40773379_pitch.png,australian,train
data/dataset/spectrograms/train/Irish_dataset___augmented_1_common_voice_en_37081586_pitch.png,irish,train
data/dataset/spectrograms/train/Irish_dataset___augmented_2_common_voice_en_47281_pitch_speed.png,irish,train
data/dataset/spectrograms/train/Australian_dataset___augmented_2_common_voice_en_557920_pitch_speed.png,australian,train
data/dataset/spectrograms/train/England_dataset___augmented_1_common_voice_en_32798369_pitch.png,england,train
data/dataset/spectrograms/train/Filipino_dataset___augmented_3_common_voice_en_24000987_noise_pitch_pitch.png,filipino,train
data/dataset/spectrograms/train/England_dataset_common_voice_en_152649.png,england,train
data/dataset/spectrograms/train/England_dataset___augmented_2_common_voice_en_209718_pitch_pitch.png,england,train
data/dataset/spectrograms/train/Scottish_dataset___augmented_1_common_voice_en_41951792_speed.png,scottish,train
data/dataset/spectrograms/train/Filipino_dataset_common_voice_en_19739321.png,filipino,train
data/dataset/spectrograms/test/India_dataset___augmented_2_common_voice_en_30340960_speed_noise.png,india,test
data/dataset/spectrograms/train/Canadian_dataset___augmented_1_common_voice_en_196311_pitch.png,canadian,train
data/dataset/spectrograms/train/India_dataset___augmented_1_common_voice_en_30495118_speed.png,india,train
data/dataset/spectrograms/train/India_dataset___augmented_2_common_voice_en_582758_speed_noise.png,india,train
data/dataset/spectrograms/train/Slavic_dataset___augmented_1_common_voice_en_40943937_pitch.png,slavic,train
data/dataset/spectrograms/test/England_dataset___augmented_2_common_voice_en_32672549_noise_noise.png,england,test
data/dataset/spectrograms/train/Irish_dataset___augmented_2_common_voice_en_17789885_pitch_pitch.png,irish,train
data/dataset/spectrograms/train/Canadian_dataset___augmented_2_common_voice_en_681449_speed_noise.png,canadian,train
data/dataset/spectrograms/train/Filipino_dataset___augmented_1_common_voice_en_19620068_pitch.png,filipino,train
data/dataset/spectrograms/train/Irish_dataset___augmented_2_common_voice_en_20240264_pitch_noise.png,irish,train
data/dataset/spectrograms/train/Filipino_dataset___augmented_2_common_voice_en_131644_speed_speed.png,filipino,train
data/dataset/spectrograms/train/Slavic_dataset___augmented_2_common_voice_en_31385080_speed_noise.png,slavic,train
data/dataset/spectrograms/train/Filipino_dataset___augmented_2_common_voice_en_662356_pitch_speed.png,filipino,train
data/dataset/spectrograms/train/American_dataset___augmented_1_common_voice_en_32641533_speed.png,american,train
data/dataset/spectrograms/test/England_dataset___augmented_2_common_voice_en_88359_pitch_pitch.png,england,test
data/dataset/spectrograms/train/Australian_dataset___augmented_2_common_voice_en_17816002_noise_pitch.png,australian,train
data/dataset/spectrograms/train/American_dataset___augmented_1_common_voice_en_631107_speed.png,american,train
data/dataset/spectrograms/test/India_dataset___augmented_2_common_voice_en_30340960_pitch_noise.png,india,test
data/dataset/spectrograms/train/American_dataset___augmented_2_common_voice_en_39606431_speed_speed.png,american,train
data/dataset/spectrograms/train/Irish_dataset___augmented_1_common_voice_en_308714_noise.png,irish,train
data/dataset/spectrograms/train/Filipino_dataset___augmented_3_common_voice_en_35098249_noise_pitch_pitch.png,filipino,train
data/dataset/spectrograms/train/American_dataset___augmented_1_common_voice_en_32638726_noise.png,american,train
data/dataset/spectrograms/train/Slavic_dataset___augmented_3_common_voice_en_38909426_noise_speed_noise.png,slavic,train
data/dataset/spectrograms/test/Scottish_dataset___augmented_1_common_voice_en_19728321_pitch.png,scottish,test
data/dataset/spectrograms/train/India_dataset___augmented_1_common_voice_en_36541_pitch.png,india,train
data/dataset/spectrograms/train/Canadian_dataset___augmented_2_common_voice_en_22463546_noise_noise.png,canadian,train
data/dataset/spectrograms/train/Irish_dataset___augmented_2_common_voice_en_22144861_pitch_speed.png,irish,train
data/dataset/spectrograms/train/Canadian_dataset_common_voice_en_649009.png,canadian,train
data/dataset/spectrograms/test/Slavic_dataset___augmented_1_common_voice_en_39577757_speed.png,slavic,test
data/dataset/spectrograms/train/Canadian_dataset___augmented_2_common_voice_en_17653831_pitch_speed.png,canadian,train
data/dataset/spectrograms/test/Slavic_dataset___augmented_1_common_voice_en_37277733_noise.png,slavic,test
